frame_idx,time_sec,foot,knee_angle,knee_status,foot_strike_angle,foot_strike_status,overstride_distance,overstride_status,hip_y,is_foot_strike
338,5.6333,,,,,,,,0.5020548914483804,False
339,5.65,,,,,,,,0.5030365265168777,False
340,5.6667,right,160.567590376776,borderline,-10.189750822315704,forefoot_strike,0.01764608582617272,good_stride,0.5033703230906519,True
341,5.6833,,,,,,,,0.5034216142858863,False
342,5.7,,,,,,,,0.5023842968253867,False
343,5.7167,,,,,,,,0.5009404516617983,False
344,5.7333,,,,,,,,0.49946596986388575,False
345,5.75,,,,,,,,0.4979694888743803,False
346,5.7667,,,,,,,,0.4965203231213373,False
347,5.7833,,,,,,,,0.4951237778256654,False
348,5.8,,,,,,,,0.4936819087560431,False
349,5.8167,,,,,,,,0.4923212540617498,False
350,5.8333,,,,,,,,0.49116057445529804,False
351,5.85,,,,,,,,0.4902209701105906,False
352,5.8667,,,,,,,,0.49028101983234695,False
353,5.8833,,,,,,,,0.4904034860247659,False
354,5.9,,,,,,,,0.49051699114343594,False
355,5.9167,,,,,,,,0.4909371289420489,False
356,5.9333,,,,,,,,0.49131968867762,False
357,5.95,,,,,,,,0.4919053794271706,False
358,5.9667,,,,,,,,0.49250304562188196,False
359,5.9833,,,,,,,,0.49301552045005603,False
360,6.0,,,,,,,,0.49344319451434754,False
361,6.0167,left,162.24372868177068,borderline,-14.566307005519096,forefoot_strike,0.015031798683289688,good_stride,0.49381106060559893,True
362,6.0333,,,,,,,,0.49316109266331154,False
363,6.05,,,,,,,,0.49211634589627584,False
364,6.0667,,,,,,,,0.49097041233952154,False
365,6.0833,,,,,,,,0.4898686175476408,False
366,6.1,,,,,,,,0.48882416758753106,False
367,6.1167,,,,,,,,0.4877531658582452,False
368,6.1333,,,,,,,,0.4867537845556644,False
369,6.15,,,,,,,,0.48578065628049916,False
370,6.1667,,,,,,,,0.4851823353496856,False
371,6.1833,,,,,,,,0.4847211773799214,False
372,6.2,,,,,,,,0.4856130196915829,False
373,6.2167,,,,,,,,0.48683024786522794,False
374,6.2333,,,,,,,,0.48836820262160324,False
375,6.25,,,,,,,,0.48995644393965954,False
376,6.2667,,,,,,,,0.4915641487921774,False
377,6.2833,,,,,,,,0.49358169413155306,False
378,6.3,,,,,,,,0.49559655288152515,False
379,6.3167,,,,,,,,0.49735205650620057,False
380,6.3333,,,,,,,,0.4987578124844537,False
381,6.35,right,161.01873775650955,borderline,-13.244817041644593,forefoot_strike,0.009801569392186016,good_stride,0.4998462666960578,True
382,6.3667,,,,,,,,0.49955184004540804,False
383,6.3833,,,,,,,,0.49881691821888785,False
384,6.4,,,,,,,,0.49786152928266886,False
385,6.4167,,,,,,,,0.49640216198660836,False
386,6.4333,,,,,,,,0.49455756319145355,False
387,6.45,,,,,,,,0.4924779104232862,False
388,6.4667,,,,,,,,0.49030882291093103,False
389,6.4833,,,,,,,,0.4885001452523281,False
390,6.5,,,,,,,,0.4867890982000337,False
391,6.5167,,,,,,,,0.4851522565583497,False
392,6.5333,,,,,,,,0.48497167552287956,False
